Region,Good,Material,value
CHA,Others,HDPE,0.070118697
IND,Others,HDPE,0.061166069
JPN,Others,HDPE,0.062817558
USA,Others,HDPE,0.061495982
LAM,Others,PET,0
OAS,Others,PET,0
SSA,Others,PET,0
EUR,Others,PET,0
NEU,Others,PET,0
MEA,Others,PET,0
REF,Others,PET,0
CAZ,Others,PET,0
CHA,Others,PET,0
IND,Others,PET,0
JPN,Others,PET,0
USA,Others,PET,0
LAM,Others,PP,0.024211457
OAS,Others,PP,0.000271175
SSA,Others,PP,7.05E-05
EUR,Others,PP,0.016868415
NEU,Others,PP,0.015701367
MEA,Others,PP,0.000113368
REF,Others,PP,0.000181628
CAZ,Others,PP,0.012743044
CHA,Others,PP,0.014056026
IND,Others,PP,0.000136791
JPN,Others,PP,0.000310256
USA,Others,PP,0.01277299
LAM,Others,PS,0.025336434
OAS,Others,PS,0.028477754
SSA,Others,PS,0.028304666
EUR,Others,PS,0.026776247
NEU,Others,PS,0.027533104
MEA,Others,PS,0.027944895
REF,Others,PS,0.027424514
CAZ,Others,PS,0.027183378
CHA,Others,PS,0.026829779
IND,Others,PS,0.028760428
JPN,Others,PS,0.028688954
USA,Others,PS,0.027780508
LAM,Others,PUR,0.091864931
OAS,Others,PUR,0.077084179
SSA,Others,PUR,0.078529551
EUR,Others,PUR,0.084842311
NEU,Others,PUR,0.087968566
MEA,Others,PUR,0.080204886
REF,Others,PUR,0.081167943
CAZ,Others,PUR,0.085934097
CHA,Others,PUR,0.085873227
IND,Others,PUR,0.077986356
JPN,Others,PUR,0.078074629
USA,Others,PUR,0.08800226
LAM,Others,LDPE,0.091408391
OAS,Others,LDPE,0.075730108
SSA,Others,LDPE,0.07299951
EUR,Others,LDPE,0.091427784
NEU,Others,LDPE,0.083879318
MEA,Others,LDPE,0.071601954
REF,Others,LDPE,0.075142114
CAZ,Others,LDPE,0.08295047
CHA,Others,LDPE,0.090386893
IND,Others,LDPE,0.077730387
JPN,Others,LDPE,0.079831882
USA,Others,LDPE,0.07959905
LAM,Others,PVC,0.086521508
OAS,Others,PVC,0.096095472
SSA,Others,PVC,0.092735185
EUR,Others,PVC,0.095691565
NEU,Others,PVC,0.091668359
MEA,Others,PVC,0.091187252
REF,Others,PVC,0.091743269
CAZ,Others,PVC,0.090643162
CHA,Others,PVC,0.093900743
IND,Others,PVC,0.098270447
JPN,Others,PVC,0.098568408
USA,Others,PVC,0.091510387
LAM,Buildings & Construction,ABS_ASA_SAN,0.00372344
OAS,Buildings & Construction,ABS_ASA_SAN,0.003799761
SSA,Buildings & Construction,ABS_ASA_SAN,0.003720241
EUR,Buildings & Construction,ABS_ASA_SAN,0.003498689
NEU,Buildings & Construction,ABS_ASA_SAN,0.003663779
MEA,Buildings & Construction,ABS_ASA_SAN,0.003754817
REF,Buildings & Construction,ABS_ASA_SAN,0.003780245
CAZ,Buildings & Construction,ABS_ASA_SAN,0.003782921
CHA,Buildings & Construction,ABS_ASA_SAN,0.00381716
IND,Buildings & Construction,ABS_ASA_SAN,0.003843386
JPN,Buildings & Construction,ABS_ASA_SAN,0.003707023
USA,Buildings & Construction,ABS_ASA_SAN,0.003694054
LAM,Buildings & Construction,BioPlastics,0.001261387
OAS,Buildings & Construction,BioPlastics,0.001287202
SSA,Buildings & Construction,BioPlastics,0.001259468
EUR,Buildings & Construction,BioPlastics,0.001185239
NEU,Buildings & Construction,BioPlastics,0.001241192
MEA,Buildings & Construction,BioPlastics,0.001272043
REF,Buildings & Construction,BioPlastics,0.001280528
CAZ,Buildings & Construction,BioPlastics,0.001281407
CHA,Buildings & Construction,BioPlastics,0.001293138
IND,Buildings & Construction,BioPlastics,0.001301934
JPN,Buildings & Construction,BioPlastics,0.001255837
USA,Buildings & Construction,BioPlastics,0.001251396
LAM,Buildings & Construction,Fibres,0
OAS,Buildings & Construction,Fibres,0
SSA,Buildings & Construction,Fibres,0
EUR,Buildings & Construction,Fibres,0
NEU,Buildings & Construction,Fibres,0
MEA,Buildings & Construction,Fibres,0
REF,Buildings & Construction,Fibres,0
CAZ,Buildings & Construction,Fibres,0
CHA,Buildings & Construction,Fibres,0
IND,Buildings & Construction,Fibres,0
JPN,Buildings & Construction,Fibres,0
USA,Buildings & Construction,Fibres,0
LAM,Buildings & Construction,Elastomers (tyres),0
OAS,Buildings & Construction,Elastomers (tyres),0
SSA,Buildings & Construction,Elastomers (tyres),0
EUR,Buildings & Construction,Elastomers (tyres),0
NEU,Buildings & Construction,Elastomers (tyres),0
MEA,Buildings & Construction,Elastomers (tyres),0
REF,Buildings & Construction,Elastomers (tyres),0
CAZ,Buildings & Construction,Elastomers (tyres),0
CHA,Buildings & Construction,Elastomers (tyres),0
IND,Buildings & Construction,Elastomers (tyres),0
JPN,Buildings & Construction,Elastomers (tyres),0
USA,Buildings & Construction,Elastomers (tyres),0
LAM,Buildings & Construction,Others,0.130038033
OAS,Buildings & Construction,Others,0.13239933
SSA,Buildings & Construction,Others,0.129933291
EUR,Buildings & Construction,Others,0.123276432
NEU,Buildings & Construction,Others,0.128274283
MEA,Buildings & Construction,Others,0.1310199
REF,Buildings & Construction,Others,0.131789142
CAZ,Buildings & Construction,Others,0.131890513
CHA,Buildings & Construction,Others,0.133025663
IND,Buildings & Construction,Others,0.133716399
JPN,Buildings & Construction,Others,0.1295786
USA,Buildings & Construction,Others,0.129190141
LAM,Buildings & Construction,HDPE,0.135283692
OAS,Buildings & Construction,HDPE,0.130703
SSA,Buildings & Construction,HDPE,0.134619945
EUR,Buildings & Construction,HDPE,0.144638046
NEU,Buildings & Construction,HDPE,0.137361798
MEA,Buildings & Construction,HDPE,0.133511449
REF,Buildings & Construction,HDPE,0.132213368
CAZ,Buildings & Construction,HDPE,0.131661046
CHA,Buildings & Construction,HDPE,0.128960415
IND,Buildings & Construction,HDPE,0.128302076
JPN,Buildings & Construction,HDPE,0.135465986
USA,Buildings & Construction,HDPE,0.135981534
LAM,Buildings & Construction,PET,0
OAS,Buildings & Construction,PET,0
SSA,Buildings & Construction,PET,0
EUR,Buildings & Construction,PET,0
NEU,Buildings & Construction,PET,0
MEA,Buildings & Construction,PET,0
REF,Buildings & Construction,PET,0
CAZ,Buildings & Construction,PET,0
CHA,Buildings & Construction,PET,0
IND,Buildings & Construction,PET,0
JPN,Buildings & Construction,PET,0
USA,Buildings & Construction,PET,0
LAM,Buildings & Construction,PP,0.0699847
OAS,Buildings & Construction,PP,0.06927004
SSA,Buildings & Construction,PP,0.069899377
EUR,Buildings & Construction,PP,0.071559028
NEU,Buildings & Construction,PP,0.070226413
MEA,Buildings & Construction,PP,0.069727659
REF,Buildings & Construction,PP,0.069507481
CAZ,Buildings & Construction,PP,0.069386108
CHA,Buildings & Construction,PP,0.069288976
IND,Buildings & Construction,PP,0.069040206
JPN,Buildings & Construction,PP,0.069843786
USA,Buildings & Construction,PP,0.069922426
LAM,Buildings & Construction,PS,0.082284196
OAS,Buildings & Construction,PS,0.083765577
SSA,Buildings & Construction,PS,0.08221219
EUR,Buildings & Construction,PS,0.078007409
NEU,Buildings & Construction,PS,0.081168344
MEA,Buildings & Construction,PS,0.082903625
REF,Buildings & Construction,PS,0.083394796
CAZ,Buildings & Construction,PS,0.083453721
CHA,Buildings & Construction,PS,0.08418086
IND,Buildings & Construction,PS,0.084602958
JPN,Buildings & Construction,PS,0.081996574
USA,Buildings & Construction,PS,0.081741288
LAM,Buildings & Construction,PUR,0.069474103
OAS,Buildings & Construction,PUR,0.070867858
SSA,Buildings & Construction,PUR,0.069400511
EUR,Buildings & Construction,PUR,0.065340852
NEU,Buildings & Construction,PUR,0.06836964
MEA,Buildings & Construction,PUR,0.070050302
REF,Buildings & Construction,PUR,0.070514434
CAZ,Buildings & Construction,PUR,0.070558355
CHA,Buildings & Construction,PUR,0.071197774
IND,Buildings & Construction,PUR,0.07167051
JPN,Buildings & Construction,PUR,0.069160892
USA,Buildings & Construction,PUR,0.068924286
LAM,Buildings & Construction,LDPE,0.043186879
OAS,Buildings & Construction,LDPE,0.042739587
SSA,Buildings & Construction,LDPE,0.043220123
EUR,Buildings & Construction,LDPE,0.045272066
NEU,Buildings & Construction,LDPE,0.043875157
MEA,Buildings & Construction,LDPE,0.043031941
REF,Buildings & Construction,LDPE,0.042843347
CAZ,Buildings & Construction,LDPE,0.042898124
CHA,Buildings & Construction,LDPE,0.042680889
IND,Buildings & Construction,LDPE,0.042439285
JPN,Buildings & Construction,LDPE,0.043507691
USA,Buildings & Construction,LDPE,0.043575677
LAM,Buildings & Construction,PVC,0.464763568
OAS,Buildings & Construction,PVC,0.465167646
SSA,Buildings & Construction,PVC,0.465734854
EUR,Buildings & Construction,PVC,0.467222238
NEU,Buildings & Construction,PVC,0.465819395
MEA,Buildings & Construction,PVC,0.464728263
REF,Buildings & Construction,PVC,0.464676659
CAZ,Buildings & Construction,PVC,0.465087805
CHA,Buildings & Construction,PVC,0.465555125
IND,Buildings & Construction,PVC,0.465083246
JPN,Buildings & Construction,PVC,0.465483611
USA,Buildings & Construction,PVC,0.465719198
LAM,Packaging,ABS_ASA_SAN,0
OAS,Packaging,ABS_ASA_SAN,0
SSA,Packaging,ABS_ASA_SAN,0
EUR,Packaging,ABS_ASA_SAN,0
NEU,Packaging,ABS_ASA_SAN,0
MEA,Packaging,ABS_ASA_SAN,0
REF,Packaging,ABS_ASA_SAN,0
CAZ,Packaging,ABS_ASA_SAN,0
CHA,Packaging,ABS_ASA_SAN,0
IND,Packaging,ABS_ASA_SAN,0
JPN,Packaging,ABS_ASA_SAN,0
USA,Packaging,ABS_ASA_SAN,0
LAM,Packaging,BioPlastics,0.009429039
OAS,Packaging,BioPlastics,0.009353123
SSA,Packaging,BioPlastics,0.009981316
EUR,Packaging,BioPlastics,0.009258511
NEU,Packaging,BioPlastics,0.009639062
MEA,Packaging,BioPlastics,0.009844716
REF,Packaging,BioPlastics,0.009626223
CAZ,Packaging,BioPlastics,0.009705435
CHA,Packaging,BioPlastics,0.009085294
IND,Packaging,BioPlastics,0.008743662
JPN,Packaging,BioPlastics,0.009440116
USA,Packaging,BioPlastics,0.009949728
LAM,Packaging,Fibres,0
OAS,Packaging,Fibres,0
SSA,Packaging,Fibres,0
EUR,Packaging,Fibres,0
NEU,Packaging,Fibres,0
MEA,Packaging,Fibres,0
REF,Packaging,Fibres,0
CAZ,Packaging,Fibres,0
CHA,Packaging,Fibres,0
IND,Packaging,Fibres,0
JPN,Packaging,Fibres,0
USA,Packaging,Fibres,0
LAM,Packaging,Elastomers (tyres),0
OAS,Packaging,Elastomers (tyres),0
SSA,Packaging,Elastomers (tyres),0
EUR,Packaging,Elastomers (tyres),0
NEU,Packaging,Elastomers (tyres),0
MEA,Packaging,Elastomers (tyres),0
REF,Packaging,Elastomers (tyres),0
CAZ,Packaging,Elastomers (tyres),0
CHA,Packaging,Elastomers (tyres),0
IND,Packaging,Elastomers (tyres),0
JPN,Packaging,Elastomers (tyres),0
USA,Packaging,Elastomers (tyres),0
LAM,Packaging,Others,0.011158944
OAS,Packaging,Others,0.011251351
SSA,Packaging,Others,0.011727716
EUR,Packaging,Others,0.011004355
NEU,Packaging,Others,0.011416001
MEA,Packaging,Others,0.01213917
REF,Packaging,Others,0.011619295
CAZ,Packaging,Others,0.011691326
CHA,Packaging,Others,0.011110197
IND,Packaging,Others,0.011355135
JPN,Packaging,Others,0.011323023
USA,Packaging,Others,0.011862629
LAM,Packaging,HDPE,0.225775796
OAS,Packaging,HDPE,0.224993965
SSA,Packaging,HDPE,0.2133957
EUR,Packaging,HDPE,0.243687452
NEU,Packaging,HDPE,0.230608088
MEA,Packaging,HDPE,0.210531739
REF,Packaging,HDPE,0.220293806
CAZ,Packaging,HDPE,0.225144183
CHA,Packaging,HDPE,0.232115783
IND,Packaging,HDPE,0.22681788
JPN,Packaging,HDPE,0.235069984
USA,Packaging,HDPE,0.21835606
LAM,Packaging,PET,0.171373913
OAS,Packaging,PET,0.17295808
SSA,Packaging,PET,0.167261585
EUR,Packaging,PET,0.183642918
NEU,Packaging,PET,0.177083509
MEA,Packaging,PET,0.167052257
REF,Packaging,PET,0.169646243
CAZ,Packaging,PET,0.171498834
CHA,Packaging,PET,0.176729041
IND,Packaging,PET,0.174211066
JPN,Packaging,PET,0.182944486
USA,Packaging,PET,0.172319721
LAM,Packaging,PP,0.266703113
OAS,Packaging,PP,0.263002356
SSA,Packaging,PP,0.268446919
EUR,Packaging,PP,0.237608043
NEU,Packaging,PP,0.247447112
MEA,Packaging,PP,0.262907082
REF,Packaging,PP,0.262209776
CAZ,Packaging,PP,0.251659121
CHA,Packaging,PP,0.257840529
IND,Packaging,PP,0.262724156
JPN,Packaging,PP,0.239839987
USA,Packaging,PP,0.254032228
LAM,Packaging,PS,0.043749819
OAS,Packaging,PS,0.043398644
SSA,Packaging,PS,0.04626766
EUR,Packaging,PS,0.043003209
NEU,Packaging,PS,0.044730204
MEA,Packaging,PS,0.045634815
REF,Packaging,PS,0.044647304
CAZ,Packaging,PS,0.045026681
CHA,Packaging,PS,0.042180407
IND,Packaging,PS,0.040591258
JPN,Packaging,PS,0.043826211
USA,Packaging,PS,0.046137835
LAM,Packaging,PUR,0.002468049
OAS,Packaging,PUR,0.002448152
SSA,Packaging,PUR,0.002612558
EUR,Packaging,PUR,0.002423406
NEU,Packaging,PUR,0.002523034
MEA,Packaging,PUR,0.002576869
REF,Packaging,PUR,0.002519585
CAZ,Packaging,PUR,0.002540392
CHA,Packaging,PUR,0.002378084
IND,Packaging,PUR,0.002288613
JPN,Packaging,PUR,0.002470884
USA,Packaging,PUR,0.002604345
LAM,Packaging,LDPE,0.242710883
OAS,Packaging,LDPE,0.246178254
SSA,Packaging,LDPE,0.252116291
EUR,Packaging,LDPE,0.243223372
NEU,Packaging,LDPE,0.24932943
MEA,Packaging,LDPE,0.261508834
REF,Packaging,LDPE,0.252250513
CAZ,Packaging,LDPE,0.255323335
CHA,Packaging,LDPE,0.242900996
IND,Packaging,LDPE,0.248573595
JPN,Packaging,LDPE,0.24842372
USA,Packaging,LDPE,0.256636389
LAM,Packaging,PVC,0.026630445
OAS,Packaging,PVC,0.026416076
SSA,Packaging,PVC,0.028190255
EUR,Packaging,PVC,0.026148734
NEU,Packaging,PVC,0.02722356
MEA,Packaging,PVC,0.027804519
REF,Packaging,PVC,0.027187255
CAZ,Packaging,PVC,0.027410694
CHA,Packaging,PVC,0.025659669
IND,Packaging,PVC,0.024694635
JPN,Packaging,PVC,0.026661588
USA,Packaging,PVC,0.028101064
LAM,Plastic Waste,ABS_ASA_SAN,0.010021028
OAS,Plastic Waste,ABS_ASA_SAN,0.010819728
SSA,Plastic Waste,ABS_ASA_SAN,0.011057695
EUR,Plastic Waste,ABS_ASA_SAN,0.009864977
NEU,Plastic Waste,ABS_ASA_SAN,0.01029442
MEA,Plastic Waste,ABS_ASA_SAN,0.011359445
REF,Plastic Waste,ABS_ASA_SAN,0.011142198
CAZ,Plastic Waste,ABS_ASA_SAN,0.010505324
CHA,Plastic Waste,ABS_ASA_SAN,0.010100864
IND,Plastic Waste,ABS_ASA_SAN,0.010482114
JPN,Plastic Waste,ABS_ASA_SAN,0.010645203
USA,Plastic Waste,ABS_ASA_SAN,0.010536992
LAM,Plastic Waste,BioPlastics,0.003350773
OAS,Plastic Waste,BioPlastics,0.003773746
SSA,Plastic Waste,BioPlastics,0.003782512
EUR,Plastic Waste,BioPlastics,0.00351116
NEU,Plastic Waste,BioPlastics,0.003629764
MEA,Plastic Waste,BioPlastics,0.003782631
REF,Plastic Waste,BioPlastics,0.003739427
CAZ,Plastic Waste,BioPlastics,0.003579649
CHA,Plastic Waste,BioPlastics,0.003525276
IND,Plastic Waste,BioPlastics,0.003779949
JPN,Plastic Waste,BioPlastics,0.003768508
USA,Plastic Waste,BioPlastics,0.003708075
LAM,Plastic Waste,Fibres,0.147453062
OAS,Plastic Waste,Fibres,0.16148651
SSA,Plastic Waste,Fibres,0.164337468
EUR,Plastic Waste,Fibres,0.145892483
NEU,Plastic Waste,Fibres,0.151485908
MEA,Plastic Waste,Fibres,0.167435527
REF,Plastic Waste,Fibres,0.161173994
CAZ,Plastic Waste,Fibres,0.157102053
CHA,Plastic Waste,Fibres,0.148587918
IND,Plastic Waste,Fibres,0.155542085
JPN,Plastic Waste,Fibres,0.155763278
USA,Plastic Waste,Fibres,0.154722741
LAM,Plastic Waste,Elastomers (tyres),0
OAS,Plastic Waste,Elastomers (tyres),0
SSA,Plastic Waste,Elastomers (tyres),0
EUR,Plastic Waste,Elastomers (tyres),0
NEU,Plastic Waste,Elastomers (tyres),0
MEA,Plastic Waste,Elastomers (tyres),0
REF,Plastic Waste,Elastomers (tyres),0
CAZ,Plastic Waste,Elastomers (tyres),0
CHA,Plastic Waste,Elastomers (tyres),0
IND,Plastic Waste,Elastomers (tyres),0
JPN,Plastic Waste,Elastomers (tyres),0
USA,Plastic Waste,Elastomers (tyres),0
LAM,Plastic Waste,Others,0.445586546
OAS,Plastic Waste,Others,0.485875938
SSA,Plastic Waste,Others,0.492754649
EUR,Plastic Waste,Others,0.451273456
NEU,Plastic Waste,Others,0.462738615
MEA,Plastic Waste,Others,0.493597691
REF,Plastic Waste,Others,0.490984125
CAZ,Plastic Waste,Others,0.463337623
CHA,Plastic Waste,Others,0.456620576
IND,Plastic Waste,Others,0.486145374
JPN,Plastic Waste,Others,0.481531324
USA,Plastic Waste,Others,0.469871014
LAM,Plastic Waste,HDPE,0.074245869
OAS,Plastic Waste,HDPE,0.060385392
SSA,Plastic Waste,HDPE,0.055428225
EUR,Plastic Waste,HDPE,0.073851603
NEU,Plastic Waste,HDPE,0.065100579
MEA,Plastic Waste,HDPE,0.052772352
REF,Plastic Waste,HDPE,0.057300787
CAZ,Plastic Waste,HDPE,0.066021199
CHA,Plastic Waste,HDPE,0.070118697
IND,Plastic Waste,HDPE,0.061166069
JPN,Plastic Waste,HDPE,0.062817558
USA,Plastic Waste,HDPE,0.061495982
LAM,Plastic Waste,PET,0
OAS,Plastic Waste,PET,0
SSA,Plastic Waste,PET,0
EUR,Plastic Waste,PET,0
NEU,Plastic Waste,PET,0
MEA,Plastic Waste,PET,0
REF,Plastic Waste,PET,0
CAZ,Plastic Waste,PET,0
CHA,Plastic Waste,PET,0
IND,Plastic Waste,PET,0
JPN,Plastic Waste,PET,0
USA,Plastic Waste,PET,0
LAM,Plastic Waste,PP,0.024211457
OAS,Plastic Waste,PP,0.000271175
SSA,Plastic Waste,PP,7.05E-05
EUR,Plastic Waste,PP,0.016868415
NEU,Plastic Waste,PP,0.015701367
MEA,Plastic Waste,PP,0.000113368
REF,Plastic Waste,PP,0.000181628
CAZ,Plastic Waste,PP,0.012743044
CHA,Plastic Waste,PP,0.014056026
IND,Plastic Waste,PP,0.000136791
JPN,Plastic Waste,PP,0.000310256
USA,Plastic Waste,PP,0.01277299
LAM,Plastic Waste,PS,0.025336434
OAS,Plastic Waste,PS,0.028477754
SSA,Plastic Waste,PS,0.028304666
EUR,Plastic Waste,PS,0.026776247
NEU,Plastic Waste,PS,0.027533104
MEA,Plastic Waste,PS,0.027944895
REF,Plastic Waste,PS,0.027424514
CAZ,Plastic Waste,PS,0.027183378
CHA,Plastic Waste,PS,0.026829779
IND,Plastic Waste,PS,0.028760428
JPN,Plastic Waste,PS,0.028688954
USA,Plastic Waste,PS,0.027780508
LAM,Plastic Waste,PUR,0.091864931
OAS,Plastic Waste,PUR,0.077084179
SSA,Plastic Waste,PUR,0.078529551
EUR,Plastic Waste,PUR,0.084842311
NEU,Plastic Waste,PUR,0.087968566
MEA,Plastic Waste,PUR,0.080204886
REF,Plastic Waste,PUR,0.081167943
CAZ,Plastic Waste,PUR,0.085934097
CHA,Plastic Waste,PUR,0.085873227
IND,Plastic Waste,PUR,0.077986356
JPN,Plastic Waste,PUR,0.078074629
USA,Plastic Waste,PUR,0.08800226
LAM,Plastic Waste,LDPE,0.091408391
OAS,Plastic Waste,LDPE,0.075730108
SSA,Plastic Waste,LDPE,0.07299951
EUR,Plastic Waste,LDPE,0.091427784
NEU,Plastic Waste,LDPE,0.083879318
MEA,Plastic Waste,LDPE,0.071601954
REF,Plastic Waste,LDPE,0.075142114
CAZ,Plastic Waste,LDPE,0.08295047
CHA,Plastic Waste,LDPE,0.090386893
IND,Plastic Waste,LDPE,0.077730387
JPN,Plastic Waste,LDPE,0.079831882
USA,Plastic Waste,LDPE,0.07959905
LAM,Plastic Waste,PVC,0.086521508
OAS,Plastic Waste,PVC,0.096095472
SSA,Plastic Waste,PVC,0.092735185
EUR,Plastic Waste,PVC,0.095691565
NEU,Plastic Waste,PVC,0.091668359
MEA,Plastic Waste,PVC,0.091187252
REF,Plastic Waste,PVC,0.091743269
CAZ,Plastic Waste,PVC,0.090643162
CHA,Plastic Waste,PVC,0.093900743
IND,Plastic Waste,PVC,0.098270447
JPN,Plastic Waste,PVC,0.098568408
USA,Plastic Waste,PVC,0.091510387
