Time,Region,value
1990,CAZ,48092390.5
1990,CHA,1161825731
1990,EUR,477922857.5
1990,IND,870452165
1990,JPN,123478000
1990,LAM,442577226.5
1990,MEA,276542070
1990,NEU,85609753
1990,OAS,783881276.5
1990,REF,278937210
1990,SSA,496874219.5
1990,USA,249623000
1991,CAZ,48822908.5
1991,CHA,1177664796
1991,EUR,479537503.4
1991,IND,888941756
1991,JPN,123964000
1991,LAM,450843760
1991,MEA,284091445
1991,NEU,86744421.8
1991,OAS,800164143
1991,REF,280532206
1991,SSA,510669319
1991,USA,252981000
1992,CAZ,49387974.5
1992,CHA,1192094839
1992,EUR,480921115.3
1992,IND,907574049
1992,JPN,124425000
1992,LAM,459020138
1992,MEA,291631271
1992,NEU,87652386.6
1992,OAS,817162177.5
1992,REF,281696865
1992,SSA,524540283.5
1992,USA,256514000
1993,CAZ,49898168.5
1993,CHA,1205847149
1993,EUR,482434761.7
1993,IND,926351297
1993,JPN,124829000
1993,LAM,467167677
1993,MEA,298273464.5
1993,NEU,88454244.4
1993,OAS,834934580
1993,REF,282303969
1993,SSA,538679443
1993,USA,259919000
1994,CAZ,50432540
1994,CHA,1219552325
1994,EUR,483640878.6
1994,IND,945261958
1994,JPN,125178000
1994,LAM,475304010
1994,MEA,304809424
1994,NEU,89407857.2
1994,OAS,852635537
1994,REF,282305087
1994,SSA,552851377
1994,USA,263126000
1995,CAZ,50987006
1995,CHA,1232863264
1995,EUR,484599842.5
1995,IND,964279129
1995,JPN,125472000
1995,LAM,483393107.5
1995,MEA,311646887.5
1995,NEU,90370233
1995,OAS,869784771
1995,REF,282005411
1995,SSA,567524330.5
1995,USA,266278000
1996,CAZ,51573396
1996,CHA,1246001849
1996,EUR,485444022.2
1996,IND,983281218
1996,JPN,125757000
1996,LAM,491382420
1996,MEA,318423705
1996,NEU,91585122
1996,OAS,886730465.8
1996,REF,281646708
1996,SSA,582845458.5
1996,USA,269394000
1997,CAZ,52116679.5
1997,CHA,1258740353
1997,EUR,486238716.4
1997,IND,1002335230
1997,JPN,126057000
