Time,Region,Material,value
1990,LAM,ABS_ASA_SAN,0.0529
1990,OAS,ABS_ASA_SAN,0.0481
1990,SSA,ABS_ASA_SAN,0.0301
1990,EUR,ABS_ASA_SAN,0.1297
1990,NEU,ABS_ASA_SAN,0.027
1990,MEA,ABS_ASA_SAN,0.0285
1990,REF,ABS_ASA_SAN,0.0254
1990,CAZ,ABS_ASA_SAN,0.0312
1990,CHA,ABS_ASA_SAN,0.467
1990,IND,ABS_ASA_SAN,0.0507
1990,JPN,ABS_ASA_SAN,0.0418
1990,USA,ABS_ASA_SAN,0.0577
1991,LAM,ABS_ASA_SAN,0.0529
1991,OAS,ABS_ASA_SAN,0.0481
1991,SSA,ABS_ASA_SAN,0.0301
1991,EUR,ABS_ASA_SAN,0.1297
1991,NEU,ABS_ASA_SAN,0.027
1991,MEA,ABS_ASA_SAN,0.0285
1991,REF,ABS_ASA_SAN,0.0254
1991,CAZ,ABS_ASA_SAN,0.0312
1991,CHA,ABS_ASA_SAN,0.467
1991,IND,ABS_ASA_SAN,0.0507
1991,JPN,ABS_ASA_SAN,0.0418
1991,USA,ABS_ASA_SAN,0.0577
1992,LAM,ABS_ASA_SAN,0.0529
1992,OAS,ABS_ASA_SAN,0.0481
1992,SSA,ABS_ASA_SAN,0.0301
1992,EUR,ABS_ASA_SAN,0.1297
1992,NEU,ABS_ASA_SAN,0.027
1992,MEA,ABS_ASA_SAN,0.0285
1992,REF,ABS_ASA_SAN,0.0254
1992,CAZ,ABS_ASA_SAN,0.0312
1992,CHA,ABS_ASA_SAN,0.467
1992,IND,ABS_ASA_SAN,0.0507
1992,JPN,ABS_ASA_SAN,0.0418
1992,USA,ABS_ASA_SAN,0.0577
1993,LAM,ABS_ASA_SAN,0.0529
1993,OAS,ABS_ASA_SAN,0.0481
1993,SSA,ABS_ASA_SAN,0.0301
1993,EUR,ABS_ASA_SAN,0.1297
1993,NEU,ABS_ASA_SAN,0.027
1993,MEA,ABS_ASA_SAN,0.0285
1993,REF,ABS_ASA_SAN,0.0254
1993,CAZ,ABS_ASA_SAN,0.0312
1993,CHA,ABS_ASA_SAN,0.467
1993,IND,ABS_ASA_SAN,0.0507
1993,JPN,ABS_ASA_SAN,0.0418
1993,USA,ABS_ASA_SAN,0.0577
1994,LAM,ABS_ASA_SAN,0.0529
1994,OAS,ABS_ASA_SAN,0.0481
1994,SSA,ABS_ASA_SAN,0.0301
1994,EUR,ABS_ASA_SAN,0.1297
1994,NEU,ABS_ASA_SAN,0.027
1994,MEA,ABS_ASA_SAN,0.0285
1994,REF,ABS_ASA_SAN,0.0254
1994,CAZ,ABS_ASA_SAN,0.0312
1994,CHA,ABS_ASA_SAN,0.467
1994,IND,ABS_ASA_SAN,0.0507
1994,JPN,ABS_ASA_SAN,0.0418
1994,USA,ABS_ASA_SAN,0.0577
1995,LAM,ABS_ASA_SAN,0.0529
1995,OAS,ABS_ASA_SAN,0.0481
1995,SSA,ABS_ASA_SAN,0.0301
1995,EUR,ABS_ASA_SAN,0.1297
1995,NEU,ABS_ASA_SAN,0.027
1995,MEA,ABS_ASA_SAN,0.0285
1995,REF,ABS_ASA_SAN,0.0254
1995,CAZ,ABS_ASA_SAN,0.0312
1995,CHA,ABS_ASA_SAN,0.467
1995,IND,ABS_ASA_SAN,0.0507
1995,JPN,ABS_ASA_SAN,0.0418
1995,USA,ABS_ASA_SAN,0.0577
1996,LAM,ABS_ASA_SAN,0.0529
1996,OAS,ABS_ASA_SAN,0.0481
1996,SSA,ABS_ASA_SAN,0.0301
1996,EUR,ABS_ASA_SAN,0.1297
1996,NEU,ABS_ASA_SAN,0.027
1996,MEA,ABS_ASA_SAN,0.0285
1996,REF,ABS_ASA_SAN,0.0254
1996,CAZ,ABS_ASA_SAN,0.0312
1996,CHA,ABS_ASA_SAN,0.467
1996,IND,ABS_ASA_SAN,0.0507
1996,JPN,ABS_ASA_SAN,0.0418
1996,USA,ABS_ASA_SAN,0.0577
1997,LAM,ABS_ASA_SAN,0.0529
1997,OAS,ABS_ASA_SAN,0.0481
1997,SSA,ABS_ASA_SAN,0.0301
1997,EUR,ABS_ASA_SAN,0.1297
1997,NEU,ABS_ASA_SAN,0.027
1997,MEA,ABS_ASA_SAN,0.0285
1997,REF,ABS_ASA_SAN,0.0254
1997,CAZ,ABS_ASA_SAN,0.0312
1997,CHA,ABS_ASA_SAN,0.467
1997,IND,ABS_ASA_SAN,0.0507
1997,JPN,ABS_ASA_SAN,0.0418
1997,USA,ABS_ASA_SAN,0.0577
1998,LAM,ABS_ASA_SAN,0.0529
1998,OAS,ABS_ASA_SAN,0.0481
1998,SSA,ABS_ASA_SAN,0.0301
1998,EUR,ABS_ASA_SAN,0.1297
1998,NEU,ABS_ASA_SAN,0.027
1998,MEA,ABS_ASA_SAN,0.0285
1998,REF,ABS_ASA_SAN,0.0254
1998,CAZ,ABS_ASA_SAN,0.0312
1998,CHA,ABS_ASA_SAN,0.467
1998,IND,ABS_ASA_SAN,0.0507
1998,JPN,ABS_ASA_SAN,0.0418
1998,USA,ABS_ASA_SAN,0.0577
1999,LAM,ABS_ASA_SAN,0.0529
1999,OAS,ABS_ASA_SAN,0.0481
1999,SSA,ABS_ASA_SAN,0.0301
1999,EUR,ABS_ASA_SAN,0.1297
1999,NEU,ABS_ASA_SAN,0.027
1999,MEA,ABS_ASA_SAN,0.0285
1999,REF,ABS_ASA_SAN,0.0254
1999,CAZ,ABS_ASA_SAN,0.0312
1999,CHA,ABS_ASA_SAN,0.467
1999,IND,ABS_ASA_SAN,0.0507
1999,JPN,ABS_ASA_SAN,0.0418
1999,USA,ABS_ASA_SAN,0.0577
2000,LAM,ABS_ASA_SAN,0.0529
2000,OAS,ABS_ASA_SAN,0.0481
2000,SSA,ABS_ASA_SAN,0.0301
2000,EUR,ABS_ASA_SAN,0.1297
2000,NEU,ABS_ASA_SAN,0.027
2000,MEA,ABS_ASA_SAN,0.0285
2000,REF,ABS_ASA_SAN,0.0254
2000,CAZ,ABS_ASA_SAN,0.0312
2000,CHA,ABS_ASA_SAN,0.467
2000,IND,ABS_ASA_SAN,0.0507
2000,JPN,ABS_ASA_SAN,0.0418
2000,USA,ABS_ASA_SAN,0.0577
2001,LAM,ABS_ASA_SAN,0.0555
2001,OAS,ABS_ASA_SAN,0.0506
2001,SSA,ABS_ASA_SAN,0.0316
2001,EUR,ABS_ASA_SAN,0.1297
2001,NEU,ABS_ASA_SAN,0.0295
2001,MEA,ABS_ASA_SAN,0.0299
2001,REF,ABS_ASA_SAN,0.0266
2001,CAZ,ABS_ASA_SAN,0.033
2001,CHA,ABS_ASA_SAN,0.467
2001,IND,ABS_ASA_SAN,0.0552
2001,JPN,ABS_ASA_SAN,0.0457
2001,USA,ABS_ASA_SAN,0.0577
2002,LAM,ABS_ASA_SAN,0.0581
2002,OAS,ABS_ASA_SAN,0.0531
2002,SSA,ABS_ASA_SAN,0.033
2002,EUR,ABS_ASA_SAN,0.1297
2002,NEU,ABS_ASA_SAN,0.032
2002,MEA,ABS_ASA_SAN,0.0313
2002,REF,ABS_ASA_SAN,0.0279
2002,CAZ,ABS_ASA_SAN,0.0349
2002,CHA,ABS_ASA_SAN,0.467
2002,IND,ABS_ASA_SAN,0.0597
2002,JPN,ABS_ASA_SAN,0.0498
2002,USA,ABS_ASA_SAN,0.0577
2003,LAM,ABS_ASA_SAN,0.0608
2003,OAS,ABS_ASA_SAN,0.0556
2003,SSA,ABS_ASA_SAN,0.0345
2003,EUR,ABS_ASA_SAN,0.1297
2003,NEU,ABS_ASA_SAN,0.0346
2003,MEA,ABS_ASA_SAN,0.0327
2003,REF,ABS_ASA_SAN,0.0292
2003,CAZ,ABS_ASA_SAN,0.0367
2003,CHA,ABS_ASA_SAN,0.467
2003,IND,ABS_ASA_SAN,0.0641
2003,JPN,ABS_ASA_SAN,0.0538
2003,USA,ABS_ASA_SAN,0.0577
2004,LAM,ABS_ASA_SAN,0.0634
2004,OAS,ABS_ASA_SAN,0.0581
2004,SSA,ABS_ASA_SAN,0.036
2004,EUR,ABS_ASA_SAN,0.1297
2004,NEU,ABS_ASA_SAN,0.0372
2004,MEA,ABS_ASA_SAN,0.0342
2004,REF,ABS_ASA_SAN,0.0305
2004,CAZ,ABS_ASA_SAN,0.0385
2004,CHA,ABS_ASA_SAN,0.467
2004,IND,ABS_ASA_SAN,0.0686
2004,JPN,ABS_ASA_SAN,0.0579
2004,USA,ABS_ASA_SAN,0.0577
2005,LAM,ABS_ASA_SAN,0.066
2005,OAS,ABS_ASA_SAN,0.0605
2005,SSA,ABS_ASA_SAN,0.0374
2005,EUR,ABS_ASA_SAN,0.1297
2005,NEU,ABS_ASA_SAN,0.0398
2005,MEA,ABS_ASA_SAN,0.0355
2005,REF,ABS_ASA_SAN,0.0317
2005,CAZ,ABS_ASA_SAN,0.0403
2005,CHA,ABS_ASA_SAN,0.467
2005,IND,ABS_ASA_SAN,0.073
2005,JPN,ABS_ASA_SAN,0.0619
2005,USA,ABS_ASA_SAN,0.0577
2006,LAM,ABS_ASA_SAN,0.0686
2006,OAS,ABS_ASA_SAN,0.063
2006,SSA,ABS_ASA_SAN,0.0388
2006,EUR,ABS_ASA_SAN,0.1297
2006,NEU,ABS_ASA_SAN,0.0423
2006,MEA,ABS_ASA_SAN,0.0369
2006,REF,ABS_ASA_SAN,0.033
2006,CAZ,ABS_ASA_SAN,0.0421
2006,CHA,ABS_ASA_SAN,0.4482
2006,IND,ABS_ASA_SAN,0.0775
2006,JPN,ABS_ASA_SAN,0.066
2006,USA,ABS_ASA_SAN,0.0607
2007,LAM,ABS_ASA_SAN,0.0712
2007,OAS,ABS_ASA_SAN,0.0654
2007,SSA,ABS_ASA_SAN,0.0403
2007,EUR,ABS_ASA_SAN,0.1376
2007,NEU,ABS_ASA_SAN,0.0449
2007,MEA,ABS_ASA_SAN,0.0383
2007,REF,ABS_ASA_SAN,0.0342
2007,CAZ,ABS_ASA_SAN,0.0439
2007,CHA,ABS_ASA_SAN,0.4294
2007,IND,ABS_ASA_SAN,0.0819
2007,JPN,ABS_ASA_SAN,0.0701
2007,USA,ABS_ASA_SAN,0.0636
2008,LAM,ABS_ASA_SAN,0.0737
2008,OAS,ABS_ASA_SAN,0.0676
2008,SSA,ABS_ASA_SAN,0.0417
2008,EUR,ABS_ASA_SAN,0.1388
2008,NEU,ABS_ASA_SAN,0.0474
2008,MEA,ABS_ASA_SAN,0.0396
2008,REF,ABS_ASA_SAN,0.0352
2008,CAZ,ABS_ASA_SAN,0.0456
2008,CHA,ABS_ASA_SAN,0.4107
2008,IND,ABS_ASA_SAN,0.0862
2008,JPN,ABS_ASA_SAN,0.0741
2008,USA,ABS_ASA_SAN,0.0665
2009,LAM,ABS_ASA_SAN,0.0763
2009,OAS,ABS_ASA_SAN,0.0699
2009,SSA,ABS_ASA_SAN,0.0431
2009,EUR,ABS_ASA_SAN,0.1552
2009,NEU,ABS_ASA_SAN,0.0499
2009,MEA,ABS_ASA_SAN,0.041
2009,REF,ABS_ASA_SAN,0.0363
2009,CAZ,ABS_ASA_SAN,0.0473
2009,CHA,ABS_ASA_SAN,0.3919
2009,IND,ABS_ASA_SAN,0.0905
2009,JPN,ABS_ASA_SAN,0.0782
2009,USA,ABS_ASA_SAN,0.0694
2010,LAM,ABS_ASA_SAN,0.0789
2010,OAS,ABS_ASA_SAN,0.0724
2010,SSA,ABS_ASA_SAN,0.0446
2010,EUR,ABS_ASA_SAN,0.1698
2010,NEU,ABS_ASA_SAN,0.0525
2010,MEA,ABS_ASA_SAN,0.0424
2010,REF,ABS_ASA_SAN,0.0375
2010,CAZ,ABS_ASA_SAN,0.0492
2010,CHA,ABS_ASA_SAN,0.3731
2010,IND,ABS_ASA_SAN,0.0951
2010,JPN,ABS_ASA_SAN,0.0823
2010,USA,ABS_ASA_SAN,0.0723
2011,LAM,ABS_ASA_SAN,0.0815
2011,OAS,ABS_ASA_SAN,0.0748
2011,SSA,ABS_ASA_SAN,0.046
2011,EUR,ABS_ASA_SAN,0.1707
2011,NEU,ABS_ASA_SAN,0.0552
2011,MEA,ABS_ASA_SAN,0.0437
2011,REF,ABS_ASA_SAN,0.0387
2011,CAZ,ABS_ASA_SAN,0.051
2011,CHA,ABS_ASA_SAN,0.361
2011,IND,ABS_ASA_SAN,0.0997
2011,JPN,ABS_ASA_SAN,0.0866
2011,USA,ABS_ASA_SAN,0.0736
2012,LAM,ABS_ASA_SAN,0.084
2012,OAS,ABS_ASA_SAN,0.0771
2012,SSA,ABS_ASA_SAN,0.0474
2012,EUR,ABS_ASA_SAN,0.1757
2012,NEU,ABS_ASA_SAN,0.0578
2012,MEA,ABS_ASA_SAN,0.045
2012,REF,ABS_ASA_SAN,0.0398
2012,CAZ,ABS_ASA_SAN,0.0528
2012,CHA,ABS_ASA_SAN,0.3489
2012,IND,ABS_ASA_SAN,0.1042
2012,JPN,ABS_ASA_SAN,0.0908
2012,USA,ABS_ASA_SAN,0.0749
2013,LAM,ABS_ASA_SAN,0.0865
2013,OAS,ABS_ASA_SAN,0.0794
2013,SSA,ABS_ASA_SAN,0.0488
2013,EUR,ABS_ASA_SAN,0.1797
2013,NEU,ABS_ASA_SAN,0.0603
2013,MEA,ABS_ASA_SAN,0.0464
2013,REF,ABS_ASA_SAN,0.0409
2013,CAZ,ABS_ASA_SAN,0.0545
2013,CHA,ABS_ASA_SAN,0.3369
2013,IND,ABS_ASA_SAN,0.1086
2013,JPN,ABS_ASA_SAN,0.0948
2013,USA,ABS_ASA_SAN,0.0761
2014,LAM,ABS_ASA_SAN,0.0891
2014,OAS,ABS_ASA_SAN,0.0816
2014,SSA,ABS_ASA_SAN,0.0502
2014,EUR,ABS_ASA_SAN,0.1922
2014,NEU,ABS_ASA_SAN,0.0628
2014,MEA,ABS_ASA_SAN,0.0477
2014,REF,ABS_ASA_SAN,0.0419
2014,CAZ,ABS_ASA_SAN,0.0562
2014,CHA,ABS_ASA_SAN,0.3248
2014,IND,ABS_ASA_SAN,0.1129
2014,JPN,ABS_ASA_SAN,0.0989
2014,USA,ABS_ASA_SAN,0.0774
2015,LAM,ABS_ASA_SAN,0.0918
2015,OAS,ABS_ASA_SAN,0.0842
2015,SSA,ABS_ASA_SAN,0.0517
2015,EUR,ABS_ASA_SAN,0.1879
2015,NEU,ABS_ASA_SAN,0.0657
2015,MEA,ABS_ASA_SAN,0.0491
2015,REF,ABS_ASA_SAN,0.0432
2015,CAZ,ABS_ASA_SAN,0.0581
2015,CHA,ABS_ASA_SAN,0.3127
2015,IND,ABS_ASA_SAN,0.1176
2015,JPN,ABS_ASA_SAN,0.1034
2015,USA,ABS_ASA_SAN,0.0787
2016,LAM,ABS_ASA_SAN,0.0945
2016,OAS,ABS_ASA_SAN,0.0866
2016,SSA,ABS_ASA_SAN,0.0531
2016,EUR,ABS_ASA_SAN,0.2074
2016,NEU,ABS_ASA_SAN,0.0683
2016,MEA,ABS_ASA_SAN,0.0505
2016,REF,ABS_ASA_SAN,0.0443
2016,CAZ,ABS_ASA_SAN,0.0601
2016,CHA,ABS_ASA_SAN,0.3082
2016,IND,ABS_ASA_SAN,0.122
2016,JPN,ABS_ASA_SAN,0.1077
2016,USA,ABS_ASA_SAN,0.0739
2017,LAM,ABS_ASA_SAN,0.097
2017,OAS,ABS_ASA_SAN,0.0888
2017,SSA,ABS_ASA_SAN,0.0546
2017,EUR,ABS_ASA_SAN,0.1951
2017,NEU,ABS_ASA_SAN,0.0709
2017,MEA,ABS_ASA_SAN,0.0518
2017,REF,ABS_ASA_SAN,0.0454
2017,CAZ,ABS_ASA_SAN,0.0619
2017,CHA,ABS_ASA_SAN,0.3037
2017,IND,ABS_ASA_SAN,0.1262
2017,JPN,ABS_ASA_SAN,0.112
2017,USA,ABS_ASA_SAN,0.0692
2018,LAM,ABS_ASA_SAN,0.0995
2018,OAS,ABS_ASA_SAN,0.0911
2018,SSA,ABS_ASA_SAN,0.056
2018,EUR,ABS_ASA_SAN,0.1902
2018,NEU,ABS_ASA_SAN,0.0734
2018,MEA,ABS_ASA_SAN,0.0532
2018,REF,ABS_ASA_SAN,0.0465
2018,CAZ,ABS_ASA_SAN,0.0637
2018,CHA,ABS_ASA_SAN,0.2992
2018,IND,ABS_ASA_SAN,0.1302
2018,JPN,ABS_ASA_SAN,0.1162
2018,USA,ABS_ASA_SAN,0.0702
2019,LAM,ABS_ASA_SAN,0.1021
2019,OAS,ABS_ASA_SAN,0.0934
2019,SSA,ABS_ASA_SAN,0.0572
2019,EUR,ABS_ASA_SAN,0.2001
2019,NEU,ABS_ASA_SAN,0.0754
2019,MEA,ABS_ASA_SAN,0.0546
2019,REF,ABS_ASA_SAN,0.0476
2019,CAZ,ABS_ASA_SAN,0.0656
2019,CHA,ABS_ASA_SAN,0.2947
2019,IND,ABS_ASA_SAN,0.1333
2019,JPN,ABS_ASA_SAN,0.1195
2019,USA,ABS_ASA_SAN,0.0702
2020,LAM,ABS_ASA_SAN,0.1021
2020,OAS,ABS_ASA_SAN,0.0934
2020,SSA,ABS_ASA_SAN,0.0572
2020,EUR,ABS_ASA_SAN,0.2113
2020,NEU,ABS_ASA_SAN,0.0754
2020,MEA,ABS_ASA_SAN,0.0546
2020,REF,ABS_ASA_SAN,0.0476
2020,CAZ,ABS_ASA_SAN,0.0656
2020,CHA,ABS_ASA_SAN,0.2376
2020,IND,ABS_ASA_SAN,0.1333
2020,JPN,ABS_ASA_SAN,0.1195
2020,USA,ABS_ASA_SAN,0.0702
2021,LAM,ABS_ASA_SAN,0.1121
2021,OAS,ABS_ASA_SAN,0.1036
2021,SSA,ABS_ASA_SAN,0.0686
2021,EUR,ABS_ASA_SAN,0.2176
2021,NEU,ABS_ASA_SAN,0.0862
2021,MEA,ABS_ASA_SAN,0.0661
2021,REF,ABS_ASA_SAN,0.0594
2021,CAZ,ABS_ASA_SAN,0.0767
2021,CHA,ABS_ASA_SAN,0.268
2021,IND,ABS_ASA_SAN,0.1422
2021,JPN,ABS_ASA_SAN,0.1288
2021,USA,ABS_ASA_SAN,0.0812
2022,LAM,ABS_ASA_SAN,0.122
2022,OAS,ABS_ASA_SAN,0.1138
2022,SSA,ABS_ASA_SAN,0.08
2022,EUR,ABS_ASA_SAN,0.2239
2022,NEU,ABS_ASA_SAN,0.097
2022,MEA,ABS_ASA_SAN,0.0776
2022,REF,ABS_ASA_SAN,0.0711
2022,CAZ,ABS_ASA_SAN,0.0879
2022,CHA,ABS_ASA_SAN,0.2726
2022,IND,ABS_ASA_SAN,0.1511
2022,JPN,ABS_ASA_SAN,0.1382
2022,USA,ABS_ASA_SAN,0.0922
2023,LAM,ABS_ASA_SAN,0.1319
2023,OAS,ABS_ASA_SAN,0.124
2023,SSA,ABS_ASA_SAN,0.0915
2023,EUR,ABS_ASA_SAN,0.2302
2023,NEU,ABS_ASA_SAN,0.1079
2023,MEA,ABS_ASA_SAN,0.0891
2023,REF,ABS_ASA_SAN,0.0829
2023,CAZ,ABS_ASA_SAN,0.099
2023,CHA,ABS_ASA_SAN,0.2771
2023,IND,ABS_ASA_SAN,0.16
2023,JPN,ABS_ASA_SAN,0.1475
2023,USA,ABS_ASA_SAN,0.1032
2024,LAM,ABS_ASA_SAN,0.1418
2024,OAS,ABS_ASA_SAN,0.1343
2024,SSA,ABS_ASA_SAN,0.1029
2024,EUR,ABS_ASA_SAN,0.2365
2024,NEU,ABS_ASA_SAN,0.1187
2024,MEA,ABS_ASA_SAN,0.1006
2024,REF,ABS_ASA_SAN,0.0946
2024,CAZ,ABS_ASA_SAN,0.1102
2024,CHA,ABS_ASA_SAN,0.2817
2024,IND,ABS_ASA_SAN,0.1689
2024,JPN,ABS_ASA_SAN,0.1569
2024,USA,ABS_ASA_SAN,0.1142
2025,LAM,ABS_ASA_SAN,0.1518
2025,OAS,ABS_ASA_SAN,0.1445
2025,SSA,ABS_ASA_SAN,0.1143
2025,EUR,ABS_ASA_SAN,0.2428
2025,NEU,ABS_ASA_SAN,0.1295
2025,MEA,ABS_ASA_SAN,0.1122
2025,REF,ABS_ASA_SAN,0.1064
2025,CAZ,ABS_ASA_SAN,0.1213
2025,CHA,ABS_ASA_SAN,0.2862
2025,IND,ABS_ASA_SAN,0.1778
2025,JPN,ABS_ASA_SAN,0.1662
2025,USA,ABS_ASA_SAN,0.1252
2026,LAM,ABS_ASA_SAN,0.1617
2026,OAS,ABS_ASA_SAN,0.1547
2026,SSA,ABS_ASA_SAN,0.1258
2026,EUR,ABS_ASA_SAN,0.249
2026,NEU,ABS_ASA_SAN,0.1403
2026,MEA,ABS_ASA_SAN,0.1237
2026,REF,ABS_ASA_SAN,0.1181
2026,CAZ,ABS_ASA_SAN,0.1325
2026,CHA,ABS_ASA_SAN,0.2908
2026,IND,ABS_ASA_SAN,0.1867
2026,JPN,ABS_ASA_SAN,0.1756
2026,USA,ABS_ASA_SAN,0.1362
2027,LAM,ABS_ASA_SAN,0.1716
2027,OAS,ABS_ASA_SAN,0.1649
2027,SSA,ABS_ASA_SAN,0.1372
2027,EUR,ABS_ASA_SAN,0.2553
2027,NEU,ABS_ASA_SAN,0.1511
2027,MEA,ABS_ASA_SAN,0.1352
2027,REF,ABS_ASA_SAN,0.1299
2027,CAZ,ABS_ASA_SAN,0.1436
2027,CHA,ABS_ASA_SAN,0.2953
2027,IND,ABS_ASA_SAN,0.1956
2027,JPN,ABS_ASA_SAN,0.1849
2027,USA,ABS_ASA_SAN,0.1472
2028,LAM,ABS_ASA_SAN,0.1816
2028,OAS,ABS_ASA_SAN,0.1751
2028,SSA,ABS_ASA_SAN,0.1486
2028,EUR,ABS_ASA_SAN,0.2616
2028,NEU,ABS_ASA_SAN,0.162
2028,MEA,ABS_ASA_SAN,0.1467
2028,REF,ABS_ASA_SAN,0.1416
2028,CAZ,ABS_ASA_SAN,0.1548
2028,CHA,ABS_ASA_SAN,0.2999
2028,IND,ABS_ASA_SAN,0.2044
2028,JPN,ABS_ASA_SAN,0.1943
2028,USA,ABS_ASA_SAN,0.1581
2029,LAM,ABS_ASA_SAN,0.1915
2029,OAS,ABS_ASA_SAN,0.1854
2029,SSA,ABS_ASA_SAN,0.16
2029,EUR,ABS_ASA_SAN,0.2679
2029,NEU,ABS_ASA_SAN,0.1728
2029,MEA,ABS_ASA_SAN,0.1582
2029,REF,ABS_ASA_SAN,0.1534
2029,CAZ,ABS_ASA_SAN,0.1659
2029,CHA,ABS_ASA_SAN,0.3044
2029,IND,ABS_ASA_SAN,0.2133
2029,JPN,ABS_ASA_SAN,0.2036
2029,USA,ABS_ASA_SAN,0.1691
2030,LAM,ABS_ASA_SAN,0.2014
2030,OAS,ABS_ASA_SAN,0.1956
2030,SSA,ABS_ASA_SAN,0.1715
2030,EUR,ABS_ASA_SAN,0.2742
2030,NEU,ABS_ASA_SAN,0.1836
2030,MEA,ABS_ASA_SAN,0.1697
2030,REF,ABS_ASA_SAN,0.1651
2030,CAZ,ABS_ASA_SAN,0.177
2030,CHA,ABS_ASA_SAN,0.309
2030,IND,ABS_ASA_SAN,0.2222
2030,JPN,ABS_ASA_SAN,0.213
2030,USA,ABS_ASA_SAN,0.1801
2031,LAM,ABS_ASA_SAN,0.2113
2031,OAS,ABS_ASA_SAN,0.2058
2031,SSA,ABS_ASA_SAN,0.1829
2031,EUR,ABS_ASA_SAN,0.2805
2031,NEU,ABS_ASA_SAN,0.1944
2031,MEA,ABS_ASA_SAN,0.1812
2031,REF,ABS_ASA_SAN,0.1768
2031,CAZ,ABS_ASA_SAN,0.1882
2031,CHA,ABS_ASA_SAN,0.3135
2031,IND,ABS_ASA_SAN,0.2311
2031,JPN,ABS_ASA_SAN,0.2223
2031,USA,ABS_ASA_SAN,0.1911
2032,LAM,ABS_ASA_SAN,0.2213
2032,OAS,ABS_ASA_SAN,0.216
2032,SSA,ABS_ASA_SAN,0.1943
2032,EUR,ABS_ASA_SAN,0.2868
2032,NEU,ABS_ASA_SAN,0.2052
2032,MEA,ABS_ASA_SAN,0.1927
2032,REF,ABS_ASA_SAN,0.1886
2032,CAZ,ABS_ASA_SAN,0.1993
2032,CHA,ABS_ASA_SAN,0.3181
2032,IND,ABS_ASA_SAN,0.24
2032,JPN,ABS_ASA_SAN,0.2317
2032,USA,ABS_ASA_SAN,0.2021
2033,LAM,ABS_ASA_SAN,0.2312
2033,OAS,ABS_ASA_SAN,0.2262
2033,SSA,ABS_ASA_SAN,0.2057
2033,EUR,ABS_ASA_SAN,0.2931
2033,NEU,ABS_ASA_SAN,0.2161
2033,MEA,ABS_ASA_SAN,0.2043
2033,REF,ABS_ASA_SAN,0.2003
2033,CAZ,ABS_ASA_SAN,0.2105
2033,CHA,ABS_ASA_SAN,0.3226
2033,IND,ABS_ASA_SAN,0.2489
2033,JPN,ABS_ASA_SAN,0.241
2033,USA,ABS_ASA_SAN,0.2131
2034,LAM,ABS_ASA_SAN,0.2411
2034,OAS,ABS_ASA_SAN,0.2365
2034,SSA,ABS_ASA_SAN,0.2172
2034,EUR,ABS_ASA_SAN,0.2994
2034,NEU,ABS_ASA_SAN,0.2269
2034,MEA,ABS_ASA_SAN,0.2158
2034,REF,ABS_ASA_SAN,0.2121
2034,CAZ,ABS_ASA_SAN,0.2216
2034,CHA,ABS_ASA_SAN,0.3272
2034,IND,ABS_ASA_SAN,0.2578
2034,JPN,ABS_ASA_SAN,0.2504
2034,USA,ABS_ASA_SAN,0.2241
2035,LAM,ABS_ASA_SAN,0.2511
2035,OAS,ABS_ASA_SAN,0.2467
2035,SSA,ABS_ASA_SAN,0.2286
2035,EUR,ABS_ASA_SAN,0.3057
2035,NEU,ABS_ASA_SAN,0.2377
2035,MEA,ABS_ASA_SAN,0.2273
2035,REF,ABS_ASA_SAN,0.2238
2035,CAZ,ABS_ASA_SAN,0.2328
2035,CHA,ABS_ASA_SAN,0.3317
2035,IND,ABS_ASA_SAN,0.2667
2035,JPN,ABS_ASA_SAN,0.2597
2035,USA,ABS_ASA_SAN,0.2351
2036,LAM,ABS_ASA_SAN,0.261
2036,OAS,ABS_ASA_SAN,0.2569
2036,SSA,ABS_ASA_SAN,0.24
2036,EUR,ABS_ASA_SAN,0.3119
2036,NEU,ABS_ASA_SAN,0.2485
2036,MEA,ABS_ASA_SAN,0.2388
2036,REF,ABS_ASA_SAN,0.2356
2036,CAZ,ABS_ASA_SAN,0.2439
2036,CHA,ABS_ASA_SAN,0.3363
2036,IND,ABS_ASA_SAN,0.2756
2036,JPN,ABS_ASA_SAN,0.2691
2036,USA,ABS_ASA_SAN,0.2461
2037,LAM,ABS_ASA_SAN,0.2709
2037,OAS,ABS_ASA_SAN,0.2671
2037,SSA,ABS_ASA_SAN,0.2515
2037,EUR,ABS_ASA_SAN,0.3182
2037,NEU,ABS_ASA_SAN,0.2593
2037,MEA,ABS_ASA_SAN,0.2503
2037,REF,ABS_ASA_SAN,0.2473
2037,CAZ,ABS_ASA_SAN,0.2551
2037,CHA,ABS_ASA_SAN,0.3408
2037,IND,ABS_ASA_SAN,0.2844
2037,JPN,ABS_ASA_SAN,0.2784
2037,USA,ABS_ASA_SAN,0.2571
2038,LAM,ABS_ASA_SAN,0.2808
2038,OAS,ABS_ASA_SAN,0.2774
2038,SSA,ABS_ASA_SAN,0.2629
2038,EUR,ABS_ASA_SAN,0.3245
2038,NEU,ABS_ASA_SAN,0.2702
2038,MEA,ABS_ASA_SAN,0.2618
2038,REF,ABS_ASA_SAN,0.2591
2038,CAZ,ABS_ASA_SAN,0.2662
2038,CHA,ABS_ASA_SAN,0.3454
2038,IND,ABS_ASA_SAN,0.2933
2038,JPN,ABS_ASA_SAN,0.2878
2038,USA,ABS_ASA_SAN,0.2681
2039,LAM,ABS_ASA_SAN,0.2908
